Asset,Price
ETH,3686.4025423019352
HOPR,0.23495173122736543
AAVE,255.5433284361034
COMP,1.0046883197989926e-07
ENS,39.07664583897637
GEAR,0.012198221532040043
GTC,0.0034042729219982176
MATIC,2.5294645647442047
MKR,2341.3853251303854
UNI,0.0001540483511772783
STETH,3666.146305046014
BNB,511.8047669798138
GAMMA,0.6163837611753884
CCOMP,4.090042118126479
CUNI,0.34588252823121873
BTC,46319.65108805251
